id|tituloPincipal|tituloOriginal|anoLancamento|tempoMinutos|genero|notaMedia|numeroVotos|generoArtista|personagem|nomeArtista|anoNascimento|anoFalecimento|profissao|titulosMaisConhecidos
tt8456656|Happy Horror Days|Happy Horror Days|2020|87|Horror|2.6|135|actor|Uncle Bob (ChristmasMerry and Fright)|Wesley Alley|\N|\N|camera_department,producer,director|tt11859492,tt3371366,tt6963860,tt7312314
tt8463428|Play Dead|Play Dead|2018|85|Horror|5.2|25|actor|Azrael|Mads Hoofnagle|\N|\N|actor,director|tt11473194,tt8463428,tt7732486
tt8470356|Cry|Cry|2018|62|Horror|4.4|40|actress|Megan|Aimee Vincent|\N|\N|actress|tt8470356
tt8477710|Unfollowed|Unfollowed|2018|81|Horror|6.0|26|actress|Taylor Johnson|Zoë Soul|\N|\N|actress|tt1392214,tt1699763,tt2975578,tt7738536
tt8479346|Hinsdale House|Hinsdale House|2019|65|Horror|5.1|3054|actor|Billy|Eric Freeman|\N|\N|actor|tt15412176,tt10312964,tt8907520
tt8488102|Yield|Yield|2020|77|Horror|3.4|53|actress|Mother May Carnago|Amy Bevilacqua|\N|\N|actress,camera_department|tt8488102,tt4082744
tt8493638|A Psycho's Path|A Psycho's Path|2019|83|Horror|3.5|140|actor|Sergeant Torres|Noel Gugliemi|1970|\N|actor,producer,director|tt0232500,tt0139654,tt0421073,tt6491178
tt8495546|Zohak|Zohak|2018|88|Horror|2.4|166|actor|\N|Anil Yildiz|\N|\N|actor|tt4320258,tt0845088,tt6942048,tt11409820
tt8505942|Out of Gas|Out of Gas|2018|80|Horror|6.2|170|actress|Dess|April Marcell|\N|\N|actress,director,editor|tt2780610,tt22652860,tt8505942,tt14584702
tt8512372|Jailangkung 2|Jailangkung 2|2018|83|Horror|4.2|158|actress|Bella|Amanda Rawles|2000|\N|actress|tt10015812,tt11799764,tt15484488,tt18079692
tt8514706|Taste Me: Death-Scort Service Part 3|Taste Me: Death-Scort Service Part 3|2018|105|Horror|3.0|96|actress|Madame Eve|Ashley Lynn Caputo|1973|\N|actress|tt4858722,tt3884666,tt4791780,tt10718508
tt8516596|Clown Fear|Clown Fear|2020|109|Horror|3.1|190|actress|Nicole Conrad|Nikki Kris|\N|\N|art_department,actress,location_management|tt11488028,tt3553442,tt3708886,tt1183374
tt8525556|Grim Places|Grim Places|2018|\N|Horror|4.0|12|actor|Freddi|Wade Radford|1991|\N|actor,producer,director|tt3465304,tt2174094,tt4667842,tt3769508
tt8528674|I Know You|I Know You|2020|98|Horror|3.6|31|actor|Support|Agast Anand|\N|\N|actor|tt16794176,tt5684550,tt6173990,tt8528674
tt8532548|Survive Girls 2|Sabaibu #2|2006|75|Horror|4.3|14|actress|(segment: Bind)|Yuzu Yamanashi|\N|\N|actress|tt8532548,tt2367954,tt6210736,tt6356972
tt8544172|Dark Ditties Presents: The Witching Hour|Dark Ditties Presents: The Witching Hour|2019|\N|Horror|7.1|15|actor|George Sinclair|Mark Wingett|1961|\N|actor,producer,writer|tt2935476,tt8077310,tt2402105,tt1735898
tt8544702|Actually Happened! Most Terrifying Psychic Phenomena. Psychic Research Team Report. Relived.|Actually Happened! Most Terrifying Psychic Phenomena. Psychic Research Team Report. Relived.|2004|65|Horror|6.1|37|actor|\N|Hiroki Sakanoshita|\N|\N|actor,writer|tt0491141,tt8510614
tt8551868|Deadsight|Deadsight|2018|81|Horror|4.3|610|actress|Sick Woman|Jessica Vano|\N|\N|actress,producer,stunts|tt22697178,tt16994958,tt3402594,tt5794306
tt8552226|Scarecrow's Revenge|Scarecrow's Revenge|2019|93|Horror|2.0|152|actor|HenerikScarecrow|Peter Cosgrove|\N|\N|actor,miscellaneous,costume_department|tt8552226,tt9186684,tt6623390,tt7704346
tt8555778|Teacher Shortage|Teacher Shortage|2020|86|Horror|3.8|156|actress|Kathryn|Brinke Stevens|1954|\N|actress,producer,writer|tt7836680,tt0093991,tt2400473,tt0084695
tt8559708|Wicked Ones|Wicked Ones|2020|\N|Horror|6.3|22|actor|Adam Lawson|Dale Miller|\N|\N|actor,stunts,producer|tt3859272,tt5462326,tt1502407,tt3722356
tt8561498|Crucified|Everybloody's End|2019|71|Horror|5.0|95|actor|Steiner|Giovanni Lombardo Radice|1954|\N|actor,writer|tt0080379,tt0466909,tt0080503,tt0092576
tt8569126|Araf 2|Araf 2|2019|84|Horror|2.7|172|actor|Mahir|Kaan Songun|\N|\N|actor,producer|tt17310382,tt3739130,tt6370702,tt4553168
tt8571594|Harvest of the Dead: Halloween Night|Harvest of the Dead: Halloween Night|2020|72|Horror|4.5|55|actor|The Plague Doctor|Terence Elliott|\N|\N|actor,writer,producer|tt9296822,tt4490348,tt3856188,tt8571594
tt8571958|Clown Footage|Clown Footage|2018|70|Horror|2.4|21|actor|Andy|Manny Velazquez|1998|\N|director,writer,producer|tt4183216,tt6741388,tt5329972,tt9146318
tt8577370|The House on Mansfield Street|The House on Mansfield Street|2018|74|Horror|3.7|248|actor|Jon|Daniel Mansfield|\N|\N|actor,producer,director|tt4256366,tt4229432,tt6298184,tt3695958
tt8581140|Baron Von Laugho's Halloween Spook-A-Thon! Special Restored Edition|Baron Von Laugho's Halloween Spook-A-Thon! Special Restored Edition|2018|62|Horror|4.4|6|actor|Mr. Karver|Jeff Everhart|\N|\N|actor,writer,producer|tt4892690,tt5655118,tt5720308,tt5013076
tt8581452|Malam Jumat Kliwon|Malam Jumat Kliwon|1986|88|Horror|8.0|29|actor|\N|Bokir|1925|2003|actor|tt6574612,tt0281241,tt0104667,tt1480734
tt8581492|Bangunnya Nyi Roro Kidul|Bangunnya Nyi Roro Kidul|1985|100|Horror|6.2|11|actor|\N|Johny Matakena|\N|\N|actor|tt0095995,tt0095390,tt0311340,tt0104667
tt8589846|Lukisan Berlumur Darah|Lukisan Berlumur Darah|1988|86|Horror|6.4|158|actress|Diarsi|Yurike Prastica|\N|\N|actress|tt11668900,tt1037708,tt0335294,tt12942590
tt8590936|Aib #Cyberbully|Aib #Cyberbully|2018|75|Horror|5.7|34|actress|Angle|Damita Argobie|\N|\N|actress|tt8590936,tt11644582
tt8597200|Forbidden Love|Cinta terlarang|1995|86|Horror|5.8|9|actress|Nita|Welda Hidayat|\N|\N|actress|tt8597200,tt1171543,tt0345785
tt8598776|The Artifact|The Artifact|2008|59|Horror|2.1|11|actress|Becky|Denise Metcalf|\N|\N|actress|\N
tt8601530|Leech Wizard|Dukun lintah|1981|97|Horror|6.3|157|actress|Hany|Susanna Caecilia|\N|\N|actress|\N
tt8617496|The Redneck Against the Devil|O Capiau Contra o Diabo|2018|54|Horror|4.7|7|actress|\N|Kaoana Cruz|\N|\N|actress|\N
tt8617648|Santet|Santet|2018|85|Horror|3.8|321|actress|Laura|Kelly Brook|1979|\N|actress,producer|tt0317740,tt0464154,tt0367652,tt0279600
tt8618712|Scariest Night of Your Life|Scariest Night of Your Life|2018|80|Horror|3.1|98|actress|Melissa|Molly Dougherty|\N|\N|actress,writer,producer|tt11890356,tt16636174,tt8342226
tt8618972|The Darkness of the Road|The Darkness of the Road|2021|\N|Horror|4.8|90|actor|Clerk|Johnny Whitworth|1975|\N|actor,producer|tt0119978,tt1219289,tt0381849,tt0112950
tt8619976|Parva|Parva|2017|\N|Horror|5.2|15|actress|Ritu|Namrata Shrestha|1986|\N|actress|tt4123886,tt2007994,tt10623658,tt8400458
tt8619980|The Way Home|The Way Home|2015|67|Horror|6.3|7|actor|Mysterious men Two|Tan Lin|\N|\N|actor|\N
tt8620186|Hurt Doll|Visit to the Grave|2022|\N|Horror|3.2|10|actress|Claire|Chloe Deloach Davis|\N|2018|music_department,composer,actress|tt4765338,tt8613768,tt7798918,tt8620186
tt8636926|Reap|Reap|2020|89|Horror|2.6|153|actor|Security Guard Reynolds|Gregory Barker|\N|\N|actor|tt9042456,tt7689906,tt8801520,tt5489746
tt8639316|Devil's Junction: Handy Dandy's Revenge|Handy Dandy|2019|84|Horror|3.2|150|actor|Steffen Crane|Jake Red|\N|\N|actor,producer,executive|tt9580502,tt8639316,tt7471274,tt4570788
tt8654080|Overdose of Gore: Crime born Crime|Overdose of Gore: Crime born Crime|2015|46|Horror|1.0|29|actor|Man|Alex Wesley|\N|\N|writer,editor,director|tt6399814,tt16437012,tt14084816,tt6223862
tt8656642|Interment|Interment|2019|61|Horror|2.7|37|actor|Sommers|Matt Garafalo|\N|\N|actor,camera_department|tt3691462,tt5839028,tt2713642,tt3339208
tt8657548|Warnings|Warnings|2019|80|Horror|3.4|285|actress|Leah|Raquel Pomplun|1987|\N|actress,producer,writer|tt2364582,tt4052886,tt2039393,tt8657548
tt8657692|23:59: The Haunting Hour|23:59: The Haunting Hour|2018|89|Horror|4.3|69|actress|Snake Woman|Natalia Ng|\N|\N|actress|tt8657692,tt8951044,tt7371580
tt8658166|We Wait in the Woods|We Wait in the Woods|2020|45|Horror|3.6|14|actress|Hayley|Céline Beran|\N|\N|actress|tt7099278,tt15135662,tt8497146,tt10697680
tt8660434|She Claims|She Claims|2016|122|Horror|5.5|81|actress|Eileen Wright|Wendy Partridge|\N|\N|actress|tt8660434
tt8661308|Showmen'z UnRest|Showmen'z UnRest|2018|58|Horror|5.6|8|actor|Bonez|Willis McEwan III|\N|\N|actor,special_effects,camera_department|tt6056630,tt6603140,tt4915928,tt8661308
tt8661444|Ghost Track|Morris|2022|74|Horror|7.4|43|actress|Amelia|Tamara Glynn|\N|\N|actress,producer,director|tt0097474,tt0094466,tt0098917,tt0166158
tt8661494|Tumbal: The Ritual|Tumbal: The Ritual|2018|92|Horror|6.8|13|actress|Sisi|Annette Edoarda|\N|\N|actress|tt21100454,tt6011480,tt14288636,tt11749980
tt8664006|Bloody Brothers|Bloody Brothers|2007|88|Horror|5.9|11|actor|Lomax|Ray Green|1933|\N|actor|tt5419936,tt0075710
tt8665788|Mr. Homanand|Mr. Homanand|2018|121|Horror|6.6|6|actress|\N|Pavani|\N|\N|actress|tt16710662,tt11011940,tt21348892,tt22532160
tt8669100|Jaran Goyang|Jaran Goyang|2018|79|Horror|4.9|21|actor|Dirga|Ajun Perwira|\N|\N|actor|tt6907856,tt6500168,tt7974204,tt2323629
tt8671462|Invoking 5|Invoking 5|2018|90|Horror|4.5|3350|actress|Demon Double|Alexandra Bard|\N|\N|actress,casting_department,producer|tt0389121,tt3304756,tt4118606,tt5601792
tt8674684|Midnight Garage|San geng che ku|2015|86|Horror|3.8|6|actor|Victim|Zhongwei Jiang|\N|\N|actor|tt0423176,tt7521990,tt21430922,tt3394734
tt8682922|Dreaded Light|Dreaded Light|2022|\N|Horror|6.9|33|actress|Michelle (Daughter)|Rachel Flynn|\N|\N|script_department,actress,producer|tt8130968,tt10423714,tt0241383,tt13163972
tt8684374|Torment of Angels|Torment of Angels|2017|127|Horror|5.3|81|actor|Demon 1|Ryan Stanworth|\N|\N|actor|tt8684374
tt8690956|13: The Haunted|13: The Haunted|2018|107|Horror|5.6|57|actress|Klara|Mikha Tambayong|\N|\N|actress,soundtrack|tt6426714,tt11657044,tt8856944,tt6917210
tt8694668|I Am an Addict|I Am an Addict|2019|79|Horror|4.5|88|actor|Adam (segment \High On You\)|Pedro Blu|\N|\N|producer,production_manager,miscellaneous|tt8391904,tt8694668,tt6771826,tt16994520
tt8702008|The Black Forest|El bosque negro|2018|98|Horror|5.8|363|actor|Jean|Elbert Merlin|\N|\N|actor|\N
tt8702994|Roach|Roach|2019|73|Horror|3.0|42|actress|Liz Martins|Jackie Bailey|\N|\N|actress|tt12310946,tt8702994
tt8707850|Skagit|Skagit|2021|101|Horror|4.2|6|actor|Colin|Keenan Ward|\N|\N|actor,producer|tt8707850,tt11759872
tt8710556|3rd EYE|3rd EYE|2019|145|Horror|6.0|13|actor|\N|Deepak Bhatia|\N|\N|actor|tt0118751,tt0364621,tt2801992,tt0133024
tt8722030|Hush Little Baby Welcome To The Family|Hush Little Baby Welcome To The Family|2018|55|Horror|2.0|42|actor|Tim Roth|Austin Ecker|\N|\N|actor|tt8722030,tt8845046
tt8723756|Werewolf Game: Inferno|Jinrô gêmu: Inferuno|2018|95|Horror|6.1|54|actor|Hifumi Ochi|Kento Hiramatsu|\N|\N|actor|tt21146200,tt4263868,tt5011440,tt11517792
tt8725480|Terror! Death! Revenge!|Terror! Death! Revenge!|2018|65|Horror|6.0|91|actor|Michael (segment \Back Road\)|Rene Arnal|\N|\N|actor,writer|tt2692636,tt2464530,tt8725480
tt8735442|Creepy Tales of Pizza and Gore|Creepy Tales of Pizza and Gore|2014|62|Horror|4.7|20|actor|\N|Bunny Roberts|\N|\N|actor|\N
tt8736994|Frozen Sasquatch|Frozen Sasquatch|2018|73|Horror|3.0|101|actor|Dr. Knobb|Steve Diasparra|\N|\N|actor,set_decorator,stunts|tt3469284,tt12057580,tt5307698,tt2319456
tt8737130|Sodak Sodak|Sodak Sodak|2018|91|Horror|4.2|135|actor|Min Woo|Min-Kyu Kim|1994|\N|actor|tt14518610,tt13304700,tt7278588,tt7521898
tt8746384|El Vestido De La Novia|El Vestido De La Novia|2022|120|Horror|4.9|18|actress|Sara|Cristina Rodlo|1990|\N|actress|tt5941692,tt2934286,tt13056008,tt6517320
tt8749622|Edgar Allan Poe's Ligeia|Edgar Allan Poe's Ligeia|2022|100|Horror|4.7|25|actor|Azrael|Frank Dolansky|\N|\N|actor,director|tt1706554,tt2689910,tt8749622,tt0211423
tt8750124|Hatchet Sisters|Hatchet Sisters|2010|75|Horror|5.1|7|actor|Sheriff Martin|Carl Helmers|\N|\N|actor|\N
tt8760230|Halloween: The Curse of Haddonfield|Halloween: The Curse of Haddonfield|2017|92|Horror|2.6|8|actor|Security Guard|Gregory Anthony|\N|\N|actor|\N
tt8763994|Thr33|Thr33|2016|62|Horror|4.0|11|actress|GirlMomGhost|Paige McKenzie|\N|\N|actress,writer,cinematographer|tt6136160,tt3007892,tt3947220,tt3034646
tt8764762|Hell's Belle|Hell's Belle|2019|87|Horror|3.4|70|actor|Dean Rowlings|David Lee Anderson|\N|\N|actor,art_department,producer|tt15011370,tt3396114,tt1846547,tt11685574
tt8765666|Gateway|Gateway|2021|80|Horror|4.3|178|actor|Joe|Kevin Barry|\N|\N|actor,producer|tt7080960,tt8765666,tt5237818,tt3571888
tt8769370|Snuff Tape Anthology|Snuff Tape Anthology|2016|95|Horror|3.4|21|actor|Killer|El Gore|\N|\N|director,writer,actor|tt8769370,tt22779902,tt21299366,tt21296468
tt8772330|The Maker of Monsters|The Maker of Monsters|2018|82|Horror|5.4|7|actor|Doc Larson|George Stover|1946|\N|actor,producer,miscellaneous|tt1581336,tt0112408,tt4884978,tt0291230
tt8773662|Vengeance|Vengeance|2019|95|Horror|5.2|415|actor|Gravekeep Walt|Tom McLoughlin|1950|\N|writer,director,producer|tt0102960,tt0258967,tt0092834,tt0091080
tt8776958|Cin-i Ayet|Cin-i Ayet|2018|102|Horror|5.9|94|actress|Serpil|Fulden Akyürek|1982|\N|actress,soundtrack|tt19410124,tt0845088,tt9540596,tt5522224
tt8777022|Siccin 5|Siccin 5|2018|92|Horror|5.1|1685|actress|\N|Aslin Su Divrik|\N|\N|actress|tt8961058,tt8777022,tt6462806
tt8782956|Bad Witch|Bad Witch|2021|81|Horror|4.1|249|actress|Veronica|Clare Lefebure|\N|\N|actress|tt8782956,tt13313094,tt15574530,tt15513234
tt8791476|Grindsploitation 666|Grindsploitation 666|2018|\N|Horror|3.6|94|actor|Bigfoot (III) (segment: \Decapitator: The Tale of the Yellow Creek Bigfoot\)|Logan Fry|\N|\N|actor,producer,director|tt0480249,tt0413300,tt1623205,tt4270492
tt8793606|Gentayangan|Gentayangan|2018|84|Horror|5.0|23|actor|Abimanyu Karindra|Baim Wong|\N|\N|actor|tt8847384,tt5706112,tt4966450,tt10656240
tt8795764|New Breed|New Breed|2001|57|Horror|2.3|9|actress|Amy|Emily Lisle|\N|\N|actress|tt8795764
tt8798232|TerrorTales|TerrorTales: Bizarre Tales From the Macabre|2017|53|Horror|2.6|10|actress|Cake Kid (segment \The Christmas Mummy\)Girl on SwingBoy on Slide (segment \Flesh-eating Fog\)|Smila Reyes|\N|\N|actress,cinematographer,camera_department|tt5277836,tt9865492,tt8798232
tt8802088|Lost|Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi|2018|90|Horror|5.4|114|actress|Mama|Vonny Cornellya|\N|\N|actress|tt11710234,tt11640412,tt18079692,tt9135740
tt8802728|The Witch|The Witch|2018|80|Horror|5.9|8|actress|Neaypeang|Pee Mai|\N|\N|actress|tt8802728
tt8805852|CO2 Carbon Dioxide|CO2 Carbon Dioxide|2018|\N|Horror|5.2|14|actress|\N|Yadanar Bo|\N|\N|actress|tt8805852,tt22815638
tt8825508|Cause of my Death|Cause of my Death|2016|80|Horror|3.8|26|actress|Girl 1|Erin Johnson|\N|\N|actress|tt1922622
tt8834658|Ouija Mummy|Ouija Mummy|2019|61|Horror|4.0|34|actress|Natalie LoganAhhotep I|Briana Wyman|\N|\N|actress,art_department,camera_department|tt8421738,tt6316856,tt7224932,tt8407508
tt8836308|Texas Terror Tales|Texas Terror Tales|2017|77|Horror|2.8|19|actor|The Photographer (segment \The Photographer\)Kasper (segment \Everlasting Smiles\)Guy 1 (segment \Unholy Living Dead\)|Kellen List|\N|\N|actor,producer,miscellaneous|tt19781196,tt8708760,tt8836308,tt8835626
tt8840492|Noxious|Noxious|2018|132|Horror|2.8|102|actor|Mike the Bartender|Michael Bath|\N|\N|actor,art_department|\N
tt8844888|Exposure|Exposure|2018|77|Horror|2.9|320|actor|Grandfather|Bruce Smith|\N|\N|actor|tt7714296,tt8016004,tt8844888
tt8852302|Bisikan Iblis|Bisikan Iblis|2018|87|Horror|5.2|71|actress|Violet|Andira Hadley|\N|\N|actress|tt8852302
tt8855888|Lady Belladonna's Tales From The Inferno|Lady Belladonna's Tales From The Inferno|2018|93|Horror|5.9|43|actor|Xanthena|Paulina Avila|\N|\N|actor|\N
tt8870208|Against the Devil|Contra el Demonio|2018|93|Horror|4.7|51|actor|\N|Christian Pérez|\N|\N|actor|tt0488265,tt0377200,tt10025392,tt0445069
tt8873460|The Shape Lives: 40 Years of Halloween|The Shape Lives: 40 Years of Halloween|2018|75|Horror|7.2|29|actor|Narrator|Dylan Spicer|\N|\N|producer,assistant_director,director|tt10050692,tt1853492,tt1855254,tt3859384
tt8876488|The Darkness|Dorcha|2021|94|Horror|3.0|210|actor|Brian O'Connor|Adam Bond|1981|\N|actor|tt7599942,tt4459206,tt1587310,tt1869454
tt8894126|Zombie Rampage 2|Zombie Rampage 2|2018|\N|Horror|5.1|22|actor|Gummy zombie|Ron Lammer|\N|\N|actor,director,writer|tt8980436,tt15749620,tt8984562,tt15766304
tt8896918|Indestructible: Reckoning|Indestructible: Reckoning|2019|105|Horror|5.3|12|actor|James Kirby|Matt Spease|1973|\N|director,editor,producer|tt0379280,tt2309252,tt6170878,tt15016284
tt8900984|Dark, Deadly & Dreadful|Dark, Deadly & Dreadful|2018|87|Horror|5.1|341|actor|Seth (segment: \Weeji\)|Wes Aderhold|\N|\N|actor,writer,producer|tt2245354,tt2778274,tt2392261,tt2276512
tt8902862|Lisaa|Lisaa|2019|111|Horror|2.5|135|actress|Lisaa|Anjali|1986|\N|actress|tt7738784,tt1720047,tt2065924,tt1501298
tt8905222|Mortos Famintos|Mortos Famintos|2018|100|Horror|5.0|6|actor|CORINO|Valdson Tolentino Filho|\N|\N|actor|\N
tt8907348|Indestructible: No Place to Hide|Indestructible: No Place to Hide|2020|95|Horror|4.0|10|actor|Ryan Blake|Kevin T. Oliver|\N|\N|actor,director,producer|tt11316298,tt8907348,tt7352264,tt10269492
tt8912318|It Lives Inside|It Lives Inside|2018|89|Horror|3.0|123|actor|\N|Liam Rose|\N|\N||\N
tt8924952|A través del espejo|A través del espejo|2018|\N|Horror|5.4|10|actress|Antonia|Marga Benedicto|\N|\N|actress|tt8924952,tt7893318,tt4977038,tt6970690
tt8936904|Eaters of the Dead|Eaters of the Dead|2017|60|Horror|6.4|906|actor|John|Kevin M. Costello|1983|\N|actor,miscellaneous|tt1486678,tt1339162,tt1594278,tt3680486
tt8938526|American Antichrist|American Antichrist|2018|50|Horror|7.7|83|actor|Benjamin|Larry Bay|\N|\N|actor|tt8938526,tt5298928,tt7018288,tt6324856
tt8941380|The Last Rite|The Last Rite|2021|107|Horror|3.6|668|actress|Ellie|Tara Hoyos-Martinez|\N|\N|actress,writer|tt18255952,tt14949960,tt15426938,tt8941380
tt8944070|Creature from Cannibal Creek|Creature from Cannibal Creek|2019|80|Horror|2.5|136|actress|Jennifer|Lena Montecalvo|\N|\N|actress|tt8944070,tt6508974,tt9789164,tt6144682
tt8947488|The Blackwell Ghost 2|The Blackwell Ghost 2|2018|68|Horror|5.8|667|actress|\N|Terri Czapleski|\N|\N|actress|tt8727992,tt3439114
tt8954990|Mushkil|Mushkil|2019|130|Horror|4.8|2126|actress|\N|Pooja Bisht|\N|\N|actress,writer|tt13514004,tt8111942,tt8954990
tt8960204|Asih|Asih|2018|77|Horror|5.1|340|actress|Puspita|Citra Kirana|\N|\N|actress|tt10886634,tt10551450,tt9547812,tt3027130
tt8968462|Philia|Philia|2021|96|Horror|4.3|28|actor|Father (segment: Lactophilia)|John Bird|\N|\N|actor,camera_department,editor|tt5677558,tt8968462
tt8968484|Halloween Hell Night|Halloween Hell Night|2018|64|Horror|5.1|82|actress|The Teacher|Tiffany Lynn Braley|\N|\N|actress,casting_department|tt8968484,tt2173218,tt7995716,tt5574342
tt8968844|Samhain: A Halloween Horror Movie|Samhain: A Halloween Horror Movie|2018|80|Horror|2.3|33|actor|Camille Landry|Michelle Morocco|\N|\N|actor|tt3414472,tt7305266,tt9354432,tt8968844
tt8969962|My Deadly Playmate|My Deadly Playmate|2018|91|Horror|1.6|15|actor|Dr. Hall|Michael Leo Centi|\N|\N|director,writer,producer|tt12092784,tt8092692,tt8969962,tt8602470
tt8981108|Dark House: The Legend of Dark House|Dark House: The Legend of Dark House|2018|\N|Horror|2.2|6|actor|Party Guest|Simon Cooper|\N|\N|actor|tt8981108
tt8983294|Wicked Witches|The Witches of Dumpling Farm|2018|79|Horror|3.1|297|actress|High Priestess|Samantha Schnitzler|\N|\N|actress,stunts,producer|tt6964562,tt9849186,tt8439934,tt9011400
tt8987358|Harvest of Horrors|Harvest of Horrors|2020|70|Horror|5.1|21|actress|Dave's Wife|Tara O'Neil Andrews|\N|\N|actress|\N
tt8987922|Dachra|Dachra|2018|114|Horror|6.3|1550|actor|Walid|Aziz Jebali|\N|\N|writer,actor|tt10110350,tt21199612,tt12363164,tt11975350
tt8991200|Paranormal Farm 2 Closer to the Truth|Paranormal Farm 2 Closer to the Truth|2018|108|Horror|3.7|88|actor|Robert|Robert Gray|\N|\N|actor|tt0800156,tt1587427,tt11426190,tt8991200
tt8992690|Dementer|Dementer|2019|80|Horror|4.2|248|actress|Katie|Katie Groshong|1981|\N|actress,producer,make_up_department|tt2620736,tt7611380,tt1043478,tt2494590
tt8994170|Sakral|Sakral|2018|90|Horror|6.0|73|actress|Melina|Olla Ramlan|\N|\N|actress|tt1301288,tt8994170
tt9004572|Another Apocalyptic Zombie Movie|Another Apocalyptic Zombie Movie|2018|90|Horror|6.4|16|actress|Cheerleader|Amber Hutchins|\N|\N|actress|tt9004572,tt19753884,tt14600024,tt0758755
tt9004736|Confessions Of A Homicidal Prostitute: Demonatrix|Confessions Of A Homicidal Prostitute: Demonatrix|2018|\N|Horror|5.0|34|actor|Bartender|Richard Ruiz|\N|\N|actor|tt9153006,tt9004736
tt9005542|No Such Thing As Monsters|No Such Thing As Monsters|2019|89|Horror|4.0|395|actress|Marygirlfriend|Angel Giuffria|\N|\N|actress|tt6160506,tt9742936,tt4655480,tt9005542
tt9013026|This Guest of Summer|This Guest of Summer|\N|\N|Horror|8.2|68|actor|Catcher|Stephen Walters|\N|\N|actor,producer,director|tt0365686,tt0375912,tt0372784,tt0227984
tt9020644|Black Day|Black Day|2018|76|Horror|3.1|33|actor|Paw Creed Darkwell|Bill K. Kenney|\N|\N|actor,producer,director|tt5616212,tt9020644,tt7319068
tt9024942|Callous|Callous|2018|63|Horror|5.4|6|actor|\N|Ahmed Hameed Alameen|\N|\N|make_up_department,producer,sound_department|\N
tt9033134|Arwah Tumbal Nyai the Trilogy: Part Arwah|Arwah Tumbal Nyai the Trilogy: Part Arwah|2018|104|Horror|3.7|59|actress|Lela|Minati Atmanegara|\N|\N|actress|tt6939306,tt2062590,tt1037706,tt0106279
tt9034970|Tales for the Midnight Hour|Tales for the Midnight Hour|1999|\N|Horror|3.4|6|actor|Killer|Phil Herman|\N|\N|producer,actor,writer|tt8998598,tt19357628,tt12689248,tt14374794
tt9036860|The Spell|The Spell|2019|84|Horror|4.6|51|actress|Lin|Sarita Reth|\N|\N|actress|tt15484304,tt6143782,tt9036860,tt5136874
tt9036972|Poland's Gay Shocker|Poland's Gay Shocker|2020|60|Horror|4.1|30|actor|\N|Lukasz Urbanik|\N|\N|actor,assistant_director|tt9036972
tt9038674|Lucifer's Satanic Daughter|Lucifer's Satanic Daughter|2021|\N|Horror|6.4|27|actor|Peacock|Jackson Stover|\N|\N|actor|tt9038674
tt9042300|42 - 66 Le origini del male|42 - 66 Le origini del male|2017|80|Horror|4.8|31|actor|Criminale|Mario De Lillo|\N|\N||tt9042300,tt10541176,tt9643542
tt9042360|3AM|3 A.M.|2018|92|Horror|3.6|12|actor|Father|Jalaluddin Hassan|1953|\N|actor|tt0270746,tt11347146,tt2127256,tt3582458
tt9052266|Loveland|Loveland|2019|67|Horror|2.6|79|actress|Becky|Julia Tolchin|\N|\N|actress,writer,producer|tt8955826,tt11005908,tt9052266,tt7363306
tt9052440|Violator|Baiorêtâ|2018|\N|Horror|5.7|9|actor|\N|Shinichi Fukazawa|\N|\N|actor,director,writer|tt9052440,tt6403680
tt9053072|9.13 the Returning|9.13 Hui jia|2017|104|Horror|3.7|8|actor|Yi Hui|Steve Yap|\N|\N|actor|tt0445609,tt2203789,tt6449354,tt9063106
tt9053906|The Lingering|Goo chak|2018|86|Horror|4.7|210|actor|San-Chung|Louis Cheung|1980|\N|actor|tt15376994,tt5157030,tt2888046,tt22398026
tt9061308|Opening the Mind|Opening the Mind|2019|115|Horror|7.1|14|actor|\N|Max Almeida|\N|\N|actor,writer,make_up_department|tt2200030,tt3323838,tt9061308,tt1772871
tt9064764|Water|Water|2019|100|Horror|2.0|248|actress|Denise|Audrey Beth|\N|\N|producer,actress,writer|tt4018316,tt6774098,tt9064764,tt8223170
tt9068182|Wicked Tales|Wicked Tales|2018|45|Horror|3.7|39|actor|Cedric|Kj Tha FlyGi|\N|\N|actor|\N
tt9068532|Return to Clark County|Return to Clark County|2019|72|Horror|6.0|9|actress|Sheriff Carol Rollins|Valeri Roscoe Dedich|\N|\N|actress,script_department|tt9068532,tt7167472,tt19862988
tt9069116|Death World|Death World|2018|48|Horror|1.2|29|actor|Ivan Blako|Jerry Ainsworth|\N|\N|actor,writer|tt12071484,tt12211328,tt8763748,tt12060180
tt9070692|Terror Take Away|Terror Take Away|2018|87|Horror|4.8|21|actor|Flores Bogo|Alessia Sala|\N|\N|actor|\N
tt9070824|Deep Hatred|Deep Hatred|2022|74|Horror|4.9|1319|actress|Jennifer|Marcella Marques|\N|\N|actress|tt9070824
tt9072080|Shan gou 2003: Shou xing xian jing|Shan gou 2003: Shou xing xian jing|2003|84|Horror|4.2|6|actor|Jeffrey|Jeffrey Wan-Chung Lam|\N|\N|actor|tt0373906,tt0478024,tt1156444,tt11483336
tt9075726|Blood of the Shaman|Huet toi wan gwat|2004|94|Horror|5.6|7|actress|Fanny|Angie Cheung|1973|\N|actress|tt0874634,tt1459024,tt10137486,tt0280496
