id|tituloPincipal|tituloOriginal|anoLancamento|tempoMinutos|genero|notaMedia|numeroVotos|generoArtista|personagem|nomeArtista|anoNascimento|anoFalecimento|profissao|titulosMaisConhecidos
tt0004026|The Golem|Der Golem|1914|60|Horror|6.7|1189|actor|Troedler|Henrik Galeen|1881|1949|writer,director,actor|tt0013442,tt0017438,tt0004026,tt0017621
tt0004573|Ein seltsamer Fall|Ein seltsamer Fall|1914|50|Horror|5.8|14|actress|\N|Lotte Neumann|1896|1977|actress,writer,producer|tt0441378,tt6351106,tt6351314,tt6351200
tt0006238|Zhenshchina vampir|Zhenshchina vampir|1915|\N|Horror|7.6|37|actor|\N|A. Michurin|\N|\N|actor|tt0006238,tt0422103,tt0155178
tt0007983|Furcht|Furcht|1917|72|Horror|6.2|184|actress|Gräfin|Mechthildis Thein|1888|1959|actress|tt0006820,tt0442439,tt0009238,tt0130005
tt0008099|Hilde Warren und der Tod|Hilde Warren und der Tod|1917|80|Horror|5.8|128|actor|Hotelarzt|Hermann Picha|1865|1936|actor|tt0020067,tt0434327,tt0016992,tt0128964
tt0010793|The Dance of Death|Der Totentanz|1919|84|Horror|7.2|21|actor|\N|Richard Kirsch|\N|\N|actor,director|tt0130228,tt0440583,tt1280690,tt1207685
tt0011031|The Hunchback and the Dancer|Der Bucklige und die Tänzerin|1920|50|Horror|6.3|78|actress|Gina|Sascha Gura|1896|1946|actress|tt0459565,tt0136462,tt0011031,tt0131630
tt0011221|Genuine: The Tragedy of a Vampire|Genuine|1920|88|Horror|5.9|1055|actor|Florian|Hans Heinrich von Twardowski|1898|1958|actor,writer|tt0010323,tt0035966,tt0025746,tt0014146
tt0011348|The Head of Janus|Der Januskopf|1920|107|Horror|7.6|151|actor|Dr. Warrens Freund|Magnus Stifter|1878|1943|actor,director,editor|tt0132097,tt0013199,tt0013469,tt0435728
tt0014188|The Last Moment|The Last Moment|1923|60|Horror|4.4|19|actor|Big Mike|William Nally|\N|1929|actor|tt0398087,tt0011683,tt0013593,tt0014365
tt0014602|While Paris Sleeps|While Paris Sleeps|1923|60|Horror|7.1|42|actor|Henri Santodos|Lon Chaney|1883|1930|actor,director,writer|tt0011565,tt0016220,tt0014972,tt0016473
tt0016220|The Phantom of the Opera|The Phantom of the Opera|1925|93|Horror|7.5|18765|actor|The Phantom|Lon Chaney|1883|1930|actor,director,writer|tt0011565,tt0016220,tt0014972,tt0016473
tt0018097|London After Midnight|London After Midnight|1927|69|Horror|6.7|1377|actor|Professor Edward C. Burke|Lon Chaney|1883|1930|actor,director,writer|tt0011565,tt0016220,tt0014972,tt0016473
tt0020430|The Somnambulist|Somnambul|1929|\N|Horror|4.4|18|actress|Helga seine Frau|Erna Morena|1885|1962|actress,writer,producer|tt7938516,tt1407203,tt0008971,tt0009677
tt0022929|Secret of the Blue Room|Geheimnis des blauen Zimmers|1932|73|Horror|7.1|21|actor|Frank Färber|Wolfgang Staudte|1906|1984|director,actor,writer|tt0047940,tt0038769,tt0041826,tt0053996
tt0023235|The Monkey's Paw|The Monkey's Paw|1933|58|Horror|7.0|104|actress|Mrs. White|Louise Carter|1875|1957|actress|tt0032081,tt0023169,tt0022725,tt0023042
tt0023694|White Zombie|White Zombie|1932|69|Horror|6.3|10825|actress|Madeline Short Parker|Madge Bellamy|1899|1990|actress|tt0016653,tt0024503,tt0023694,tt0016013
tt0026123|The Black Room|The Black Room|1935|68|Horror|6.9|2058|actress|Thea Hassel|Marian Marsh|1913|2006|actress,soundtrack|tt0021647,tt0033928,tt0022454,tt0026246
tt0026209|Chloe, Love Is Calling You|Chloe, Love Is Calling You|1934|62|Horror|3.5|302|actress|Chloe|Olive Borden|1906|1947|actress|tt0019390,tt0018926,tt0016744,tt0018046
tt0026832|Ouanga|Ouanga|1936|56|Horror|4.6|88|actor|Adam Maynard|Philip Brandon|1898|1982|assistant_director,producer,production_manager|tt0171866,tt0040338,tt0035538,tt0035069
tt0027055|Der Student von Prag|Der Student von Prag|1935|87|Horror|7.0|169|actor|Balduin|Anton Walbrook|1896|1967|actor,soundtrack|tt0040725,tt0036112,tt0031359,tt0033627
tt0032215|The Ape|The Ape|1940|62|Horror|4.6|1886|actor|Danny Foster|Gene O'Donnell|1911|1992|actor|tt0034754,tt0032215,tt0040031,tt0035199
tt0033075|Son of Ingagi|Son of Ingagi|1940|70|Horror|4.2|294|actress|Eleanor Lindsay|Daisy Bufford|1913|1987|actress|tt0029592,tt0027636,tt0135378,tt0030389
tt0037217|Return of the Ape Man|Return of the Ape Man|1944|60|Horror|4.8|375|actor|Ape Man|George Zucco|1886|1960|actor|tt0031022,tt0035009,tt0036931,tt0031143
tt0038214|The Vampire's Ghost|The Vampire's Ghost|1945|59|Horror|5.9|512|actor|Webb Fallon|John Abbott|1905|1996|actor,soundtrack|tt0039133,tt0034988,tt0061852,tt0051658
tt0038470|Devil Bat's Daughter|Devil Bat's Daughter|1946|67|Horror|4.4|240|actress|Ellen Masters Morris|Molly Lamont|1910|2001|actress,soundtrack|tt0026542,tt0027830,tt0028597,tt0041904
tt0038514|The Face of Marble|The Face of Marble|1946|72|Horror|4.9|353|actress|Elaine Randolph|Claudia Drake|1918|1997|actress,soundtrack|tt0036791,tt0037638,tt0037858,tt0038514
tt0038531|The Flying Serpent|The Flying Serpent|1946|59|Horror|4.8|500|actress|Mary Forbes|Hope Kramer|1929|2012|actress|tt0043665,tt0038531
tt0039658|The Ghost of Rashmon Hall|Night Comes Too Soon|1948|52|Horror|5.1|141|actor|Dr. George Clinton|Valentine Dyall|1908|1985|actor|tt0424514,tt0066349,tt0057129,tt0053719
tt0040452|House of Darkness|House of Darkness|1948|77|Horror|5.3|164|actor|Film Director|Henry Oscar|1891|1969|actor|tt0031891,tt0028872,tt0029919,tt0031334
tt0042059|Ghost of Yotsuya|Yotsuya kaidan|1949|85|Horror|7.0|262|actor|Iemon Tamiya|Ken Uehara|1909|1991|actor,soundtrack|tt0163976,tt0045796,tt0046468,tt0273416
tt0042423|The Dungeon of Harrow|The Dungeon of Harrow|1962|86|Horror|3.4|580|actor|Aaron Fallon|Russ Harvey|\N|\N|actor,producer,director|tt0042423,tt0251298
tt0043360|Bride of the Gorilla|Bride of the Gorilla|1951|70|Horror|4.4|1314|actor|Police Commissioner Taro|Lon Chaney Jr.|1906|1973|actor,soundtrack|tt0034398,tt0040068,tt0044706,tt0035899
tt0044656|Ghost Ship|Ghost Ship|1952|74|Horror|5.3|773|actor|Guy Thornton|Dermot Walsh|1924|2002|actor|tt0044637,tt0039509,tt0179408,tt0167193
tt0045888|House of Wax|House of Wax|1953|88|Horror|7.0|18705|actress|Cathy Gray|Carolyn Jones|1930|1983|actress,soundtrack|tt0045555,tt0049470,tt0049366,tt0057729
tt0047245|El monstruo en la sombra|El monstruo en la sombra|1955|92|Horror|6.0|14|actor|\N|Eduardo Noriega|1916|2007|actor|tt0079336,tt0083366,tt0039786,tt0082516
tt0049429|Lust of the Vampire|I vampiri|1957|82|Horror|6.5|1717|actor|Pierre Lantin|Dario Michaelis|1927|\N|actor|tt0058152,tt0054703,tt0054344,tt0047265
tt0049616|Pharaoh's Curse|Pharaoh's Curse|1957|66|Horror|4.7|650|actor|Robert Quentin|George N. Neise|1917|1996|actor|tt0062890,tt0035500,tt0036807,tt0050079
tt0050157|Back from the Dead|Back from the Dead|1957|79|Horror|5.2|191|actor|John Mitchell|Don Haggerty|1914|1988|actor,miscellaneous|tt0043390,tt0050404,tt0059410,tt0044537
tt0050201|Blood of Dracula|Blood of Dracula|1957|69|Horror|4.5|1336|actress|Miss Branding|Louise Lewis|1914|1996|actress|tt0054519,tt0083232,tt0050530,tt0050201
tt0050235|Cat Girl|Cat Girl|1957|76|Horror|5.4|576|actress|Dorothy Marlowe|Kay Callard|1923|2008|actress|tt0159884,tt0050670,tt0159224,tt0051576
tt0050304|Dendam Pontianak|Dendam Pontianak|1957|\N|Horror|4.8|11|actor|\N|Rahimah Alias|\N|\N|actor|tt0277581,tt0216823,tt0277631,tt0216866
tt0050317|The Disembodied|The Disembodied|1957|66|Horror|4.8|275|actor|Tom Maxwell|Paul Burke|1926|2009|actor,soundtrack|tt0051297,tt0063688,tt0062430,tt0081856
tt0050672|The Curse of the Aztec Mummy|La maldición de la momia azteca|1957|65|Horror|3.8|373|actress|FlorXochitl|Rosita Arenas|1933|\N|actress,music_department,soundtrack|tt0050717,tt0271428,tt0229288,tt0050718
tt0050848|Pontianak|Pontianak|1957|110|Horror|5.6|11|actress|\N|Salmah Ahmad|\N|\N|actress|tt0051421,tt0050848,tt22498526,tt0050304
tt0051173|Voodoo Island|Voodoo Island|1957|76|Horror|4.6|859|actor|Barney Finch|Murvyn Vye|1913|1976|actor,soundtrack|tt0045094,tt0051074,tt0047768,tt0046187
tt0051229|El Zorro Escarlata|El Zorro Escarlata|1959|\N|Horror|5.6|14|actress|The Witch|Fanny Schiller|1901|1971|actress|tt0251280,tt0036577,tt0218075,tt0202564
tt0051356|Anak Pontianak|Anak Pontianak|1958|103|Horror|4.9|21|actor|\N|Kemat Hassan|\N|\N|actor,assistant_director|tt0217041,tt0277719,tt0277943,tt0049608
tt0051421|Sumpah Pontianak|Sumpah Pontianak|1958|86|Horror|5.5|23|actress|Maria|Salmah Ahmad|\N|\N|actress|tt0051421,tt0050848,tt22498526,tt0050304
tt0051536|Devil's Partner|Devil's Partner|1960|73|Horror|5.1|478|actress|Nell Lucas|Jean Allison|1929|\N|actress,soundtrack|tt0068067,tt0051261,tt0054526,tt0068245
tt0051731|El hombre y el monstruo|El hombre y el monstruo|1959|78|Horror|6.1|295|actress|Cornelia|Ofelia Guilmáin|1921|2005|actress|tt0056732,tt0060379,tt0410811,tt0212852
tt0051755|I Bury the Living|I Bury the Living|1958|77|Horror|6.3|2998|actress|Ann Craig|Peggy Maurer|1931|2012|actress|tt0048893,tt0046637,tt0051755,tt0047707
tt0052289|The Thing That Couldn't Die|The Thing That Couldn't Die|1958|69|Horror|4.1|1789|actor|Hank Huston|Jeffrey Stone|1926|2012|actor,writer,director|tt0042332,tt0061035,tt0048906,tt0057623
tt0052555|The Vampire and the Ballerina|L'amante del vampiro|1960|85|Horror|5.6|574|actress|Francesca|Tina Gloriani|1935|\N|actress|tt0056104,tt0053598,tt0050990,tt0052786
tt0052581|Doctor Without Scruples|Arzt ohne Gewissen|1959|95|Horror|5.5|45|actor|Prof. Lund|Ewald Balser|1898|1978|actor|tt0048651,tt0047451,tt0467580,tt0035248
tt0052901|Horrors of the Black Museum|Horrors of the Black Museum|1959|93|Horror|5.9|1417|actor|Edmond Bancroft|Michael Gough|1916|2011|actor|tt0118688,tt0112462,tt0096895,tt0088286
tt0053363|The Tingler|The Tingler|1959|82|Horror|6.6|8602|actor|Dr. Warren Chapin|Vincent Price|1911|1993|actor,soundtrack,miscellaneous|tt0051744,tt0049833,tt0066740,tt0037008
tt0053677|The Brides of Dracula|The Brides of Dracula|1960|85|Horror|6.6|8032|actress|Baroness Meinster|Martita Hunt|1900|1969|actress,miscellaneous|tt0057877,tt0050100,tt0058997,tt0038574
tt0053931|The Hypnotic Eye|The Hypnotic Eye|1960|79|Horror|5.8|849|actress|Dodie Wilson|Merry Anders|1934|2012|actress,soundtrack|tt0050285,tt0056585,tt0052472,tt0054489
tt0054067|Black Sunday|La maschera del demonio|1960|87|Horror|7.1|16180|actor|Dr. Choma KruvajanDr. Thomas Kruvajan|Andrea Checchi|1916|1974|actor,miscellaneous|tt0046313,tt0054067,tt0044345,tt0036781
tt0054111|The Naked Witch|The Naked Witch|1961|59|Horror|3.1|436|actor|The Elder|Jack Herman|1903|1971|actor|tt0057701,tt0054111,tt0053651,tt0054297
tt0054333|Horrors of Spider Island|Ein Toter hing im Netz|1960|89|Horror|2.6|4046|actor|Joe|Harald Maresch|1916|1986|actor|tt0054333,tt0221403,tt0056204,tt1425222
tt0054416|The Two Faces of Dr. Jekyll|The Two Faces of Dr. Jekyll|1960|88|Horror|6.3|2974|actor|Dr. Henry JekyllMr. Edward Hyde|Paul Massie|1932|2011|actor|tt0054416,tt0055361,tt0052033,tt0053242
tt0054484|El mundo de los vampiros|El mundo de los vampiros|1961|83|Horror|5.5|204|actor|Count Sergio Subotai|Guillermo Murray|1927|2021|actor,writer,director|tt0283532,tt0064980,tt0293688,tt0210426
tt0054711|La cabeza viviente|La cabeza viviente|1963|79|Horror|4.9|130|actress|MartaXochiquétzal|Ana Luisa Peluffo|1929|\N|actress|tt0277455,tt0049741,tt0210426,tt0283048
tt0054724|I Eat Your Skin|Zombie|1971|92|Horror|3.5|1557|actress|Jeannie Biladeau|Heather Hewitt|1935|\N|actress|tt0453503,tt0117887,tt0054724,tt0106673
tt0054777|The Curse of the Werewolf|The Curse of the Werewolf|1961|93|Horror|6.5|6240|actress|Servant Girl|Yvonne Romain|1938|\N|actress|tt0053496,tt0056277,tt0061052,tt0051542
tt0054793|The Dead One|The Dead One|1961|71|Horror|3.3|224|actor|Jonas|Clyde Kelly|\N|\N|actor|tt0054793
tt0054807|The Devil's Messenger|The Devil's Messenger|1962|72|Horror|4.6|507|actress|Satanya|Karen Kadler|1929|1984|actress|tt0053640,tt0048262,tt0204079,tt0049370
tt0055018|The Innocents|The Innocents|1961|100|Horror|7.8|30983|actress|Miss Giddens|Deborah Kerr|1921|2007|actress,soundtrack|tt0050105,tt0049408,tt0045793,tt0039192
tt0055456|The Snake Woman|The Snake Woman|1961|68|Horror|4.9|518|actress|Aggie Harker|Elsie Wagstaff|1899|1985|actress|tt0048034,tt0196252,tt0034636,tt0032366
tt0055804|The Bloody Vampire|El vampiro sangriento|1962|110|Horror|5.2|243|actress|Countess Eugenia Frankenhausen|Erna Martha Bauman|1938|\N|actress|tt0051874,tt0055900,tt0232137,tt0410811
tt0055902|The Devil's Hand|The Devil's Hand|1961|71|Horror|4.6|1308|actress|Donna Trent|Ariadne Welter|1930|1998|actress,costume_department|tt0055902,tt0132340,tt0211830,tt0334611
tt0056040|The Awful Dr. Orlof|Gritos en la noche|1962|90|Horror|6.1|1630|actor|Inspector Tanner|Conrado San Martín|1921|2019|actor,producer,miscellaneous|tt0269501,tt0057018,tt0055047,tt0056040
tt0056220|La mano de un hombre muerto|La mano de un hombre muerto|1962|95|Horror|6.0|621|actress|Lida|Ana Castor|\N|\N|actress|tt0056220,tt0054012,tt0063423,tt0059427
tt0056279|Night of the Eagle|Night of the Eagle|1962|90|Horror|6.9|3507|actress|Flora Carr|Margaret Johnston|1918|2002|actress|tt0039123,tt0989125,tt0039600,tt0063570
tt0056315|The Horrible Dr. Hichcock|L'orribile segreto del Dr. Hichcock|1962|88|Horror|6.3|1603|actor|Prof. Bernard Hichcock|Robert Flemyng|1912|1995|actor,producer,soundtrack|tt0064072,tt0102181,tt0050419,tt0053496
tt0056528|Curse of the Blood Ghouls|La strage dei vampiri|1962|78|Horror|5.0|515|actor|The Vampire|Dieter Eppler|1927|2008|actor|tt0806910,tt0092389,tt0060749,tt0052829
tt0056565|The Tell-Tale Heart|The Tell-Tale Heart|1960|78|Horror|5.8|544|actor|Carl|Dermot Walsh|1924|2002|actor|tt0044637,tt0039509,tt0179408,tt0167193
tt0056633|The Playgirls and the Vampire|L'ultima preda del vampiro|1960|83|Horror|5.0|490|actor|Count Gabor KernassyThe Vampire|Walter Brandi|1928|1996|actor,producer,production_manager|tt0216399,tt0092516,tt0060052,tt0062946
tt0056875|Blood Feast|Blood Feast|1963|67|Horror|5.0|6857|actress|Mrs. Dorothy Fremont|Lyn Bolton|\N|\N|actress|tt0056875
tt0056993|Diary of a Madman|Diary of a Madman|1963|96|Horror|6.3|2715|actor|Paul Duclasse|Chris Warfield|1927|1996|actor,producer,director|tt0196092,tt0194905,tt1038020,tt0127187
tt0057128|The Haunted Palace|The Haunted Palace|1963|87|Horror|6.7|7534|actress|Ann Ward|Debra Paget|1933|\N|actress,soundtrack|tt0052949,tt0049833,tt0042286,tt0049452
tt0057129|The Haunting|The Haunting|1963|112|Horror|7.4|40078|actress|Eleanor Lance|Julie Harris|1925|2013|actress,soundtrack|tt0044896,tt0057129,tt0078638,tt0048028
tt0057155|The Blancheville Monster|Horror|1963|90|Horror|5.2|679|actress|Emilie De Blancheville|Ombretta Colli|1943|\N|actress|tt0059588,tt0081616,tt0056026,tt0078917
tt0057181|The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?|The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?|1964|82|Horror|2.2|5109|actress|Angela|Sharon Walsh|\N|\N|actress|tt0057181
tt0057226|The Kiss of the Vampire|The Kiss of the Vampire|1963|88|Horror|6.3|3403|actor|Dr. Ravna|Noel Willman|1918|1988|actor|tt0059113,tt0047975,tt0049470,tt0046759
tt0057280|Crypt of the Vampire|La cripta e l'incubo|1964|85|Horror|5.8|1036|actor|Friedrich Klauss|José Campos|1936|2010|actor,writer,director|tt0075399,tt0421323,tt0055741,tt0057280
tt0057302|Tomb of Torture|Metempsyco|1963|88|Horror|4.8|260|actress|Countess Elizabeth|Flora Carosello|1927|2015|actress,miscellaneous|tt0074137,tt0195209,tt0067912,tt0049062
tt0057419|Pontianak Kembali|Pontianak Kembali|1963|\N|Horror|5.3|10|actor|\N|Malik Selamat|\N|\N|actor|tt0280080,tt9900354,tt0074050,tt0067100
tt0057434|Violent Midnight|Violent Midnight|1963|93|Horror|5.6|341|actor|Elliot Freeman|Lee Philips|1927|1999|director,actor,writer|tt0076977,tt0051750,tt0050839,tt0068149
tt0057522|The Ghost|Lo spettro|1963|97|Horror|6.1|1270|actress|Margaret Hichcock|Barbara Steele|1937|\N|actress,producer|tt0054067,tt0073705,tt0078111,tt0056801
tt0057603|Black Sabbath|I tre volti della paura|1963|92|Horror|7.0|12561|actress|Rosy (segment \Il telefono\)|Michèle Mercier|1939|\N|actress,soundtrack|tt0066593,tt0064569,tt0058909,tt0057846
tt0057646|Horror Castle|La vergine di Norimberga|1963|84|Horror|5.8|1177|actress|Martha|Laura Nucci|1913|1994|actress|tt0088380,tt0055785,tt0055737,tt0877560
tt0057984|Voodoo Blood Death|Curse of the Voodoo|1965|77|Horror|3.6|212|actor|Maj. Lomas|Dennis Price|1915|1973|actor|tt0061075,tt0055361,tt0058050,tt0041546
tt0057985|The Curse of the Living Corpse|The Curse of the Living Corpse|1964|84|Horror|5.4|741|actor|Philip Sinclair|Roy Scheider|1932|2008|actor,soundtrack,producer|tt0067116,tt0085255,tt0073195,tt0078754
tt0057986|The Curse of the Mummy's Tomb|The Curse of the Mummy's Tomb|1964|78|Horror|5.6|2989|actor|Alexander King|Fred Clark|1914|1968|actor,soundtrack|tt0042041,tt0039941,tt0051383,tt0043014
tt0057987|Curse of the Stone Hand|Curse of the Stone Hand|1965|67|Horror|2.9|152|actor|The Old Drunk|John Carradine|1906|1988|actor,soundtrack|tt0032551,tt0049833,tt0031971,tt0068555
tt0057993|Castle of Blood|Danza macabra|1964|87|Horror|6.8|2470|actress|Julia Alert|Margrete Robsahm|1942|\N|actress,script_department,director|tt0057706,tt0057993,tt0177533,tt0068579
tt0058000|Death on the Fourposter|Delitto allo specchio|1964|90|Horror|5.2|156|actress|Caterina|Luisa Rivelli|1931|\N|actress|tt0198043,tt0059757,tt0060789,tt2362227
tt0058007|Devil Doll|Devil Doll|1964|81|Horror|4.7|2366|actor|Mark English|William Sylvester|1922|1995|actor|tt0073994,tt0054938,tt0075142,tt0062622
tt0058073|The Evil of Frankenstein|The Evil of Frankenstein|1964|84|Horror|6.0|4172|actor|Chief of Police|Duncan Lamont|1918|1978|actor|tt0060121,tt0062168,tt0048528,tt0045436
tt0058079|Face of the Screaming Werewolf|Face of the Screaming Werewolf|1964|60|Horror|2.7|445|actor|Detective Hammond|Fred Hoffman|\N|\N|actor|tt0058079,tt0057862,tt0407696
tt0058106|Night of the Vampires|Der Fluch der grünen Augen|1964|87|Horror|5.4|360|actor|Insp. Frank Dorin|Adrian Hoven|1922|1981|actor,producer,director|tt0068925,tt0061866,tt0070904,tt0061806
tt0058155|The Gorgon|The Gorgon|1964|83|Horror|6.4|6205|actor|Prof. Karl Meister|Christopher Lee|1922|2015|actor,soundtrack,miscellaneous|tt0070917,tt0167261,tt0120737,tt0121765
tt0058205|Honeymoon of Horror|Honeymoon of Horror|1964|82|Horror|3.3|55|actor|Emile Duvre|Robert Parsons|\N|\N|actor|tt0166913,tt0071746,tt0058205
tt0058377|The Monster of the Opera|Il mostro dell'opera|1964|80|Horror|5.2|109|actor|Stefano|Giuseppe Addobbati|1909|1986|actor|tt0071910,tt0058345,tt0062106,tt0065571
tt0058455|Passion in the Sun|Passion in the Sun|1964|73|Horror|4.8|104|actress|San Souci girl|Rain Drop|\N|\N|actress|tt0415784,tt0058455
tt0058484|Pontianak gua musang|Pontianak gua musang|1964|\N|Horror|5.2|19|actor|\N|Ghazali Sumantri|\N|\N|actor|tt7406826,tt6573822,tt6578482,tt9898426
tt0058601|Sound of Horror|El sonido de la muerte|1966|91|Horror|4.9|420|actor|Pete|Arturo Fernández|1929|2019|actor|tt0086482,tt0054774,tt0055603,tt0062846
tt0058622|The Strangler|The Strangler|1964|89|Horror|6.6|935|actor|Leo Kroll|Victor Buono|1938|1982|actor|tt0056687,tt0058529,tt0058213,tt0065462
tt0058694|Two Thousand Maniacs!|Two Thousand Maniacs!|1964|83|Horror|5.7|4934|actress|Terry Adams|Connie Mason|1937|\N|actress|tt0084763,tt0058694,tt0103941,tt0056875
tt0058753|Witchcraft|Witchcraft|1964|79|Horror|6.2|1247|actor|Morgan Whitlock|Lon Chaney Jr.|1906|1973|actor,soundtrack|tt0034398,tt0040068,tt0044706,tt0035899
tt0058954|The Beach Girls and the Monster|The Beach Girls and the Monster|1965|70|Horror|3.3|974|actor|Mark|Walker Edmiston|1926|2007|actor,miscellaneous,soundtrack|tt0099422,tt0091149,tt0058805,tt0071005
tt0058955|The Beast That Killed Women|The Beast That Killed Women|1965|60|Horror|3.1|515|actress|Miss Johnson - Undercover Policewoman|Juliet Anderson|1938|2010|actress,director,producer|tt0082069,tt0082707,tt0265023,tt0183031
tt0058983|Bloody Pit of Horror|Il boia scarlatto|1965|86|Horror|4.5|2141|actress|Edith|Luisa Baratto|\N|\N|actress|tt0166135,tt0159321,tt0058983,tt0166572
tt0059100|Devils of Darkness|Devils of Darkness|1965|88|Horror|4.9|911|actress|Tania|Carole Gray|1938|\N|actress,soundtrack|tt0055701,tt0059076,tt0054518,tt0060548
tt0059125|Dr. Terror's House of Horrors|Dr. Terror's House of Horrors|1965|98|Horror|6.6|6606|actress|Mrs. Deirdre Biddulph (segment \Werewolf\)|Ursula Howells|1922|2005|actress|tt0087756,tt0077657,tt0074020,tt0050096
tt0059127|Dracula: Prince of Darkness|Dracula: Prince of Darkness|1966|90|Horror|6.7|10125|actress|Helen|Barbara Shelley|1932|2021|actress|tt0159900,tt0054443,tt0062168,tt0054518
tt0059217|Torment of the Flesh|Geissel des Fleisches|1965|83|Horror|6.0|104|actor|Vorsitzender|Hermann Laforet|1902|1979|actor|tt0044803,tt1294801,tt0163447,tt0061219
tt0059285|House of the Black Death|House of the Black Death|1971|89|Horror|3.4|290|actor|Belial Desard|Lon Chaney Jr.|1906|1973|actor,soundtrack|tt0034398,tt0040068,tt0044706,tt0035899
tt0059311|Incubus|Incubus|1966|78|Horror|6.1|1999|actor|Marc|William Shatner|1931|\N|actor,producer,writer|tt0084726,tt0088170,tt0079945,tt0098382
tt0059440|At Midnight I'll Take Your Soul|À Meia Noite Levarei Sua Alma|1964|84|Horror|6.9|3481|actress|Lenita|Valéria Vasquez|\N|\N|actress|tt0059440
tt0060049|Terror-Creatures from the Grave|5 tombe per un medium|1965|87|Horror|5.5|1068|actor|Albert Kovac|Walter Brandi|1928|1996|actor,producer,production_manager|tt0216399,tt0092516,tt0060052,tt0062946
tt0060097|Nightmare Castle|Amanti d'oltretomba|1965|105|Horror|5.7|2495|actor|Dr. Stephen Arrowsmith|Paul Muller|1923|2016|actor|tt0050266,tt0218181,tt0067321,tt0069729
tt0060171|The Black Cat|The Black Cat|1966|73|Horror|5.5|363|actress|Lillian|Sadie French|\N|\N|actress|tt0060171,tt0445963
tt0060174|Blood Bath|Blood Bath|1966|62|Horror|5.2|974|actress|Daisy Allen|Marissa Mathes|1940|\N|actress|tt0150987,tt0060174,tt0056745,tt0055294
tt0060175|The Blood Drinkers|Kulay dugo ang gabi|1964|88|Horror|5.3|374|actor|Dr. Marco|Ronald Remy|\N|\N|actor,director,producer|tt0434321,tt1364211,tt0356217,tt1364247
tt0060290|Death Curse of Tartu|Death Curse of Tartu|1966|88|Horror|3.7|718|actor|Ed Tison|Fred Pinero|1939|\N|actor|tt0282250,tt0060290,tt0058008
tt0060307|The Witches|The Witches|1966|90|Horror|5.8|2950|actor|Alan Bax|Alec McCowen|1925|2017|actor|tt0217505,tt0106226,tt0086006,tt0068611
tt0060380|Esta Noite Encarnarei no Teu Cadáver|Esta Noite Encarnarei no Teu Cadáver|1967|108|Horror|7.0|1926|actor|Zé do Caixão|José Mojica Marins|1936|2020|actor,director,writer|tt0923683,tt0077517,tt0060380,tt0059440
tt0060616|The Murder Clinic|La lama nel corpo|1966|86|Horror|5.8|387|actress|Gisèle de Brantome|Françoise Prévost|1929|1997|actress,writer|tt0056468,tt0046461,tt0054156,tt0055283
tt0060666|Manos: The Hands of Fate|Manos: The Hands of Fate|1966|70|Horror|1.6|36533|actor|Michael|Harold P. Warren|1923|1985|writer,director,actor|tt0060666
tt0060735|Naked Evil|Naked Evil|1966|85|Horror|5.6|95|actress|Janet Tuttle|Suzanne Neve|1939|\N|actress,soundtrack|tt0216315,tt0498738,tt0066344,tt0063962
tt0060841|The Plague of the Zombies|The Plague of the Zombies|1966|90|Horror|6.6|5133|actress|Alice|Jacqueline Pearce|1943|2018|actress|tt0210636,tt0056751,tt0076987,tt0054518
tt0060893|The Reptile|The Reptile|1966|91|Horror|6.1|3656|actress|Anna Franklyn|Jacqueline Pearce|1943|2018|actress|tt0210636,tt0056751,tt0076987,tt0054518
tt0061060|Take Me Naked|Take Me Naked|1966|69|Horror|4.7|182|actor|The Bum's Friend|Michael Findlay|1937|1977|director,actor,editor|tt0062385,tt0137635,tt0125316,tt0135316
tt0061412|Blood of Dracula's Castle|Blood of Dracula's Castle|1969|84|Horror|3.6|1222|actor|Johnny Davenport the Werewolf Serial Killer|Robert Dix|1935|2018|actor,writer,assistant_director|tt0054489,tt0059093,tt0049223,tt0065723
tt0061520|Corruption|Corruption|1968|91|Horror|5.9|1489|actress|Val Nolan|Kate O'Mara|1939|2014|actress,producer,soundtrack|tt0066518,tt0063893,tt0056751,tt0066701
tt0061806|Castle of the Creeping Flesh|Im Schloß der blutigen Begierde|1968|84|Horror|4.6|310|actress|Elena Lagrange|Elvira Berndorff|1934|2018|actress|tt0061806
tt0062006|The Mummy's Shroud|The Mummy's Shroud|1967|90|Horror|5.5|2119|actress|Barbara Preston|Elizabeth Sellars|1921|2019|actress|tt0050961,tt0046992,tt0045580,tt0046754
tt0062132|Placer sangriento|Placer sangriento|1967|78|Horror|4.3|176|actor|Doctor Bermudez|Alberto Candeau|1910|1990|actor|tt0062132,tt12139632,tt0295513,tt0179121
tt0062231|Blood of the Virgins|Sangre de vírgenes|1967|72|Horror|4.7|316|actress|Ofelia|Susana Beltrán|1942|\N|actress|tt0062433,tt0059754,tt10984206,tt0186182
tt0062259|She Freak|She Freak|1967|83|Horror|3.6|1056|actor|Steve St. John|Bill McKinney|1931|2011|actor,soundtrack,miscellaneous|tt0083944,tt0120689,tt0099088,tt0068473
